,faultNumber,simulationRun,sample,xmeas_1,xmeas_2,xmeas_4,xmeas_6,xmeas_8,xmeas_9,xmeas_10,xmeas_18,xmeas_19,xmeas_21,xmeas_22,xmeas_24,xmeas_25,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_38,xmeas_39,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_9,xmv_10,xmv_11
2501858,4,251,359,0.19311,3709.7,9.2772,42.231,74.392,120.41,0.33115,65.431,223.62,94.514,77.443,8.8455,26.34,18.993,1.663,33.193,13.695,24.432,18.035,2.2633,4.8611,2.2984,0.85512,0.081844,43.638,63.885,54.959,18.967,61.708,22.439,39.316,46.196,44.902,17.347
2501878,4,251,379,0.1926,3603.8,9.3459,42.127,74.495,120.39,0.34059,65.739,229.92,94.774,77.046,8.7643,26.401,18.916,1.6629,32.735,13.845,23.713,18.975,2.2268,4.8918,2.2596,0.84689,0.10407,43.922,62.061,53.989,18.649,60.754,22.335,41.012,46.859,44.851,19.474
2501899,4,251,400,0.23136,3654.4,9.3248,42.377,74.756,120.4,0.33275,65.733,232.72,94.671,77.276,8.9403,26.704,18.543,1.7013,33.184,13.78,24.528,18.44,2.2663,4.7524,2.3809,0.84081,0.10306,43.707,62.406,54.073,23.327,59.725,22.531,39.45,47.298,45.263,17.261
2501914,4,251,415,0.20398,3671.7,9.4564,42.311,75.439,120.41,0.32007,65.624,233.4,94.411,77.446,8.8336,26.64,18.028,1.6695,33.09,13.705,23.803,18.154,2.229,4.7944,2.393,0.82984,0.10936,44.227,63.755,53.376,19.804,58.796,23.377,37.734,48.625,45.646,18.683
2501932,4,251,433,0.26425,3644.4,9.3655,41.954,74.864,120.44,0.34456,65.696,231.78,94.643,77.796,8.8549,26.502,18.763,1.6675,32.563,13.788,23.994,18.676,2.236,4.7364,2.3257,0.82689,0.093043,44.174,63.888,54.788,26.242,59.81,22.062,40.711,47.4,45.313,17.401
2501945,4,251,446,0.30511,3663.0,9.2987,42.413,75.549,120.41,0.34277,65.877,230.46,94.579,77.523,8.9086,25.585,18.877,1.6437,32.228,13.951,24.205,18.61,2.2498,4.8748,2.3247,0.84072,0.096975,43.49,63.479,54.277,30.148,60.348,21.599,41.021,47.788,44.537,17.72
2501955,4,251,456,0.30087,3670.9,9.2345,42.265,74.795,120.4,0.33681,65.821,234.87,94.655,77.216,9.0029,26.208,19.591,1.6551,32.249,14.048,23.8,18.925,2.2728,4.857,2.3473,0.8582,0.098588,43.862,63.693,53.237,29.488,63.427,21.825,40.332,47.94,45.102,18.204
2501960,4,251,461,0.29794,3637.0,9.3532,42.348,75.193,120.41,0.34364,65.969,233.45,94.564,77.603,8.884,25.854,19.036,1.6316,32.7,13.996,23.96,19.028,2.2575,4.8536,2.2941,0.84384,0.11156,43.19,62.997,53.877,29.24,62.472,22.216,40.728,48.913,44.971,14.829
2501982,4,251,483,0.1829,3614.5,9.4533,42.099,75.195,120.38,0.3432,66.047,244.26,94.652,77.384,9.0182,26.31,18.796,1.6266,33.738,13.658,23.504,18.174,2.2614,4.8738,2.3267,0.81749,0.098416,43.34,62.929,54.294,18.033,61.407,23.496,40.648,50.274,44.568,15.621
2501989,4,251,490,0.19673,3665.6,9.3274,42.515,73.975,120.4,0.3113,66.007,238.08,94.364,77.331,8.9124,26.745,18.584,1.622,33.297,13.646,23.396,18.231,2.2438,4.8564,2.293,0.79743,0.097622,43.83,63.303,54.669,19.357,61.032,23.169,36.34,49.704,45.668,17.065
2501998,4,251,499,0.20034,3678.6,9.3868,42.101,75.102,120.41,0.32683,65.664,227.92,94.434,77.34,8.7778,26.218,18.51,1.6754,33.256,13.912,24.279,18.326,2.2911,4.8168,2.2985,0.81099,0.11171,44.285,64.387,54.51,19.43,60.121,22.893,38.562,46.949,45.106,16.318
2501999,4,251,500,0.1993,3705.4,9.4141,42.309,75.15,120.4,0.32606,65.618,229.27,94.451,77.138,8.7778,26.218,18.51,1.6754,33.256,13.912,24.279,18.326,2.2911,4.8168,2.2985,0.81099,0.11171,44.285,63.925,54.942,19.532,61.677,23.272,38.657,46.494,45.859,21.339
2502250,5,251,251,0.24939,3700.4,9.4315,42.765,74.608,120.41,0.34302,66.249,243.68,94.552,77.312,8.9088,25.856,18.814,1.6814,32.983,13.943,23.079,18.712,2.3005,4.862,2.3178,0.85398,0.10923,43.775,63.349,53.797,24.411,60.879,21.258,40.089,50.391,41.341,21.113
2502261,5,251,262,0.26651,3685.3,9.4427,42.548,75.159,120.43,0.35159,66.282,249.54,94.261,77.544,8.9313,25.994,18.75,1.635,33.664,13.807,23.68,18.729,2.3068,4.7726,2.2281,0.85676,0.10617,43.934,64.318,53.279,26.593,61.592,22.588,41.155,52.115,41.551,21.483
2502263,5,251,264,0.20891,3645.5,9.4798,42.735,74.405,120.38,0.34144,66.329,248.46,94.486,77.401,8.8965,26.521,18.917,1.6701,33.475,13.695,23.78,18.563,2.2797,4.7153,2.2443,0.85676,0.10617,43.934,63.69,53.416,21.279,61.264,22.896,40.009,52.723,40.595,19.736
2502289,5,251,290,0.19413,3704.7,9.4136,42.53,75.934,120.39,0.35559,66.135,236.54,94.373,77.043,8.9257,26.656,18.777,1.6891,33.125,13.808,24.297,18.74,2.3053,4.8416,2.2912,0.79549,0.096163,44.342,63.813,53.975,18.835,61.748,22.396,43.006,49.075,40.226,22.376
2502314,5,251,315,0.29472,3674.3,9.3146,42.043,74.935,120.42,0.33015,65.346,214.67,94.727,76.948,8.9624,26.256,18.675,1.6661,32.293,13.986,24.348,19.109,2.224,4.8493,2.333,0.84998,0.093104,43.412,63.232,53.61,28.711,61.492,21.451,40.355,43.677,40.192,22.156
2502317,5,251,318,0.27558,3688.8,9.3255,42.269,74.493,120.44,0.3539,65.278,215.37,94.602,77.459,8.8806,26.518,18.714,1.6888,32.989,13.7,24.52,19.469,2.2815,4.9128,2.2533,0.84832,0.094487,43.551,63.603,54.12,26.634,62.472,21.161,42.776,44.241,41.561,22.422
2502331,5,251,332,0.33809,3616.0,9.446,42.344,74.169,120.43,0.3428,65.438,222.42,94.698,77.448,9.1071,26.483,18.868,1.6555,32.76,13.861,24.054,18.127,2.3042,4.9194,2.316,0.86267,0.097985,43.789,62.303,53.217,33.379,63.271,22.002,40.775,44.872,41.315,20.983
2502332,5,251,333,0.27319,3681.9,9.4158,42.404,74.912,120.41,0.34327,65.417,220.11,94.511,77.311,9.0991,26.185,19.161,1.6461,33.324,13.8,24.192,19.358,2.2438,4.8935,2.2896,0.86267,0.097985,43.789,63.181,53.533,26.654,60.363,21.827,40.982,45.181,41.021,19.872
2502358,5,251,359,0.17787,3712.7,9.298,42.24,74.405,120.39,0.33096,65.614,228.34,94.496,77.438,8.8282,26.375,18.876,1.6595,33.386,13.671,24.464,17.871,2.2588,4.8477,2.294,0.84111,0.080743,43.684,63.936,55.1,17.468,61.844,22.798,39.145,47.344,40.809,20.143
2502378,5,251,379,0.18693,3604.0,9.3254,42.102,74.633,120.38,0.33884,65.608,225.79,94.776,77.051,8.759,26.456,18.913,1.6605,32.679,13.831,23.8,18.961,2.223,4.8929,2.2595,0.84053,0.10371,43.939,62.065,54.076,18.091,60.62,22.306,40.839,45.767,40.942,22.278
2502399,5,251,400,0.2399,3652.1,9.3115,42.368,74.751,120.39,0.33265,65.573,227.8,94.766,77.285,8.9467,26.68,18.636,1.7015,33.044,13.785,24.504,18.572,2.2663,4.7646,2.385,0.85039,0.10366,43.678,62.367,53.989,24.167,59.638,22.246,39.561,46.1,41.077,20.068
2502414,5,251,415,0.21038,3670.6,9.465,42.329,75.352,120.41,0.32054,65.628,233.21,94.38,77.415,8.8344,26.595,18.071,1.6697,33.064,13.707,23.733,18.224,2.2304,4.807,2.3992,0.83827,0.10973,44.203,63.736,53.28,20.433,58.853,23.251,37.818,48.648,41.96,21.508
2502432,5,251,433,0.26137,3645.2,9.3767,41.97,74.833,120.44,0.34422,65.796,234.53,94.572,77.716,8.8488,26.496,18.722,1.6665,32.645,13.781,23.975,18.622,2.2351,4.737,2.3275,0.8239,0.0927,44.186,63.902,54.797,25.958,59.884,22.177,40.603,48.107,41.892,20.218
2502445,5,251,446,0.29969,3663.9,9.3014,42.411,75.57,120.4,0.34197,65.922,231.86,94.577,77.486,8.9032,25.602,18.83,1.6424,32.294,13.943,24.225,18.543,2.248,4.8715,2.3239,0.83464,0.096546,43.508,63.494,54.327,29.615,60.366,21.732,40.873,48.113,40.636,20.521
2502455,5,251,456,0.29681,3671.4,9.2292,42.26,74.845,120.42,0.33565,65.826,234.37,94.658,77.224,9.0005,26.231,19.564,1.6539,32.275,14.044,23.837,18.883,2.2707,4.8484,2.343,0.8546,0.098382,43.87,63.702,53.28,29.089,63.391,21.872,40.182,47.818,41.781,21.046
2502460,5,251,461,0.29549,3637.2,9.3474,42.348,75.23,120.4,0.34257,65.925,232.31,94.496,77.536,8.8834,25.874,19.026,1.6308,32.696,13.994,23.994,19.008,2.2558,4.8479,2.2911,0.84232,0.11152,43.192,62.999,53.907,28.999,62.436,22.202,40.599,48.591,41.08,17.642
2502482,5,251,483,0.1848,3614.0,9.4524,42.103,75.188,120.39,0.34307,65.995,242.61,94.656,77.379,9.02,26.316,18.815,1.6264,33.704,13.66,23.515,18.201,2.2608,4.8697,2.3238,0.82038,0.098629,43.331,62.921,54.277,18.22,61.401,23.429,40.657,49.869,40.966,18.454
2502489,5,251,490,0.19876,3665.5,9.3306,42.519,73.951,120.39,0.31105,65.955,237.11,94.376,77.333,8.9139,26.749,18.596,1.6217,33.274,13.649,23.405,18.248,2.2433,4.8524,2.2908,0.80116,0.097919,43.82,63.301,54.652,19.557,61.053,23.144,36.32,49.441,41.582,19.86
2502498,5,251,499,0.20155,3678.8,9.3912,42.102,75.082,120.41,0.3265,65.635,227.89,94.475,77.347,8.7784,26.224,18.508,1.6749,33.256,13.915,24.29,18.322,2.2903,4.8095,2.2951,0.81324,0.11188,44.28,64.391,54.506,19.549,60.148,22.92,38.516,46.916,41.425,19.098
2502499,5,251,500,0.20051,3705.6,9.4181,42.313,75.131,120.4,0.32572,65.598,229.28,94.41,77.172,8.7784,26.224,18.508,1.6749,33.256,13.915,24.29,18.322,2.2903,4.8095,2.2951,0.81324,0.11188,44.28,63.929,54.938,19.651,61.704,23.296,38.611,46.485,42.102,24.133
2502750,6,251,251,0.0,3673.5,9.6148,42.462,73.797,120.39,0.22993,67.416,461.28,95.58,73.231,8.5865,35.511,18.541,1.5034,21.634,13.585,38.004,18.462,1.9907,3.5237,1.5652,1.0161,0.10715,41.887,61.453,50.339,100.0,81.157,75.863,0.0,100.12,7.3056,13.606
2502761,6,251,262,0.0,3673.5,9.6148,42.462,73.797,120.39,0.22993,67.416,461.28,95.58,73.231,8.5797,35.697,18.657,1.4964,21.73,13.285,38.224,18.793,1.9217,3.4285,1.662,1.0313,0.088197,42.436,60.895,49.168,100.0,82.827,81.426,6.3341,100.12,1.1979,12.896
2502763,6,251,264,0.0,3673.5,9.6148,42.462,73.797,120.39,0.22993,67.416,461.28,95.58,73.231,8.7376,35.193,18.661,1.5316,21.601,13.489,38.327,18.751,1.9813,3.5173,1.5203,1.0313,0.088197,42.436,61.17,50.008,100.0,83.13,82.438,0.0,100.12,0.029273,12.767
2502789,6,251,290,0.0,3673.5,9.6148,42.462,73.797,120.39,0.22993,67.416,461.28,95.58,73.231,8.565,35.547,19.445,1.4635,21.356,13.572,38.225,18.033,1.9947,3.4499,1.5069,1.0517,0.11962,42.676,59.187,47.017,100.0,87.077,95.588,0.87687,100.13,-0.011752,11.089
2502814,6,251,315,0.0,3673.5,9.6148,42.462,73.797,120.39,0.22993,67.416,461.28,95.58,73.231,8.7118,35.259,18.739,1.5195,21.631,13.572,37.988,18.401,1.9558,3.5397,1.6075,1.0375,0.11519,42.456,61.401,49.244,100.0,90.871,100.01,0.80139,100.15,-0.013616,9.4752
2502817,6,251,318,0.0,3673.5,9.6148,42.462,73.797,120.39,0.22993,67.416,461.28,95.58,73.231,8.5907,35.668,18.937,1.5269,21.632,13.427,37.701,18.439,2.0195,3.5385,1.6287,1.0302,0.095959,42.07,60.98,48.763,100.0,91.327,100.01,1.4641,100.15,-0.01384,9.2815
2502831,6,251,332,0.0,3673.5,9.6148,42.462,73.797,120.39,0.22993,67.416,461.28,95.58,73.231,8.6638,35.814,19.299,1.5232,21.38,13.304,38.154,18.565,1.9647,3.4715,1.5339,1.028,0.1106,43.515,59.027,48.72,100.0,93.452,100.01,0.0,100.16,-0.014884,8.3778
2502832,6,251,333,0.0,3673.5,9.6148,42.462,73.797,120.39,0.22993,67.416,461.28,95.58,73.231,8.675,35.325,18.672,1.4895,21.397,13.342,37.987,18.528,1.9284,3.4806,1.5902,1.028,0.1106,43.515,62.183,47.229,100.0,93.604,100.01,0.0,100.16,-0.014958,8.3133
2502858,6,251,359,0.0,3673.5,9.6148,42.462,73.797,120.39,0.22993,67.416,461.28,95.58,73.231,8.5193,35.315,18.724,1.4958,21.867,13.595,38.106,18.833,1.9445,3.4864,1.6139,1.0311,0.098485,43.01,61.649,47.927,96.509,97.55,100.01,4.5538,100.17,-0.016897,6.635
2502878,6,251,379,0.0,3673.5,9.6148,42.462,73.797,120.39,0.22993,67.416,461.28,95.58,73.231,8.47,35.337,18.791,1.5092,21.795,13.311,38.374,18.836,2.0059,3.4455,1.5851,1.0388,0.097301,42.305,59.743,48.547,100.0,100.0,100.01,1.5288,100.18,-0.018389,5.344
2502899,6,251,400,0.0,3673.5,9.6148,42.462,73.797,120.39,0.22993,67.416,461.28,95.58,73.231,8.6629,35.629,18.846,1.5206,21.331,13.502,38.22,18.245,1.9315,3.4878,1.5641,1.0217,0.10369,41.952,62.357,47.268,100.0,100.0,100.01,2.1165,100.19,-0.019955,3.9884
2502914,6,251,415,0.0,3673.5,9.6148,42.462,73.797,120.39,0.22993,67.416,461.28,95.58,73.231,8.8001,35.143,18.886,1.4881,21.744,13.26,37.729,18.447,1.9877,3.4615,1.6165,1.0352,0.10298,42.727,61.738,47.193,100.0,100.0,100.01,2.4721,100.2,-0.021074,3.0202
2502932,6,251,433,0.0,3673.5,9.6148,42.462,73.797,120.39,0.22993,67.416,461.28,95.58,73.231,8.5599,35.973,19.122,1.488,21.506,13.401,38.093,18.637,1.9309,3.5762,1.5316,1.0328,0.088043,42.195,60.303,47.487,100.0,100.0,100.01,4.4945,100.21,-0.022416,1.8583
2502945,6,251,446,0.0,3673.5,9.6148,42.462,73.797,120.39,0.22993,67.416,461.28,95.58,73.231,8.8422,35.324,18.738,1.4747,22.011,13.509,38.076,18.463,1.9129,3.45,1.5099,1.0513,0.1221,42.734,60.989,45.325,100.0,100.0,100.01,6.4039,100.22,-0.023385,1.0191
2502955,6,251,456,0.0,3673.5,9.6148,42.462,73.797,120.39,0.22993,67.416,461.28,95.58,73.231,8.5647,35.285,18.386,1.5014,22.116,13.478,37.999,18.41,1.9937,3.5542,1.5045,1.0245,0.10985,43.193,61.348,46.019,100.0,100.0,100.01,4.6507,100.22,-0.024131,0.37364
2502960,6,251,461,0.0,3673.5,9.6148,42.462,73.797,120.39,0.22993,67.416,461.28,95.58,73.231,8.7438,35.701,18.653,1.4474,21.74,13.394,38.739,18.272,2.0037,3.453,1.5702,1.0121,0.10103,43.562,62.051,45.918,100.0,100.0,100.01,2.6511,100.22,-0.024504,0.050894
2502982,6,251,483,0.0,3673.5,9.6148,42.462,73.797,120.39,0.22993,67.416,461.28,95.58,73.231,8.4887,35.268,19.031,1.5012,22.274,13.591,38.053,18.459,1.9654,3.5138,1.5399,1.0315,0.10407,43.659,60.947,45.872,100.0,100.0,100.01,2.2133,100.24,-0.026145,-0.0010758
2502989,6,251,490,0.0,3673.5,9.6148,42.462,73.797,120.39,0.22993,67.416,461.28,95.58,73.231,8.6618,35.806,19.026,1.4627,21.89,13.31,38.026,18.343,1.9729,3.4978,1.5519,1.0131,0.11591,43.618,61.876,46.416,100.0,100.0,100.01,1.5891,100.24,-0.026667,-0.0010758
2502998,6,251,499,0.0,3673.5,9.6148,42.462,73.797,120.39,0.22993,67.416,461.28,95.58,73.231,8.5589,35.007,18.933,1.549,22.206,13.371,37.961,18.68,1.9501,3.4791,1.526,1.0454,0.10867,41.945,62.814,45.817,100.0,100.0,100.01,2.6204,100.24,-0.027338,-0.0010758
2502999,6,251,500,0.0,3673.5,9.6148,42.462,73.797,120.39,0.22993,67.416,461.28,95.58,73.231,8.5589,35.007,18.933,1.549,22.206,13.371,37.961,18.68,1.9501,3.4791,1.526,1.0454,0.10867,41.945,62.814,45.817,100.0,100.0,100.01,2.6204,100.24,-0.027412,-0.0010758
2503250,7,251,251,0.19265,3710.8,9.5568,42.836,74.108,120.41,0.33946,67.999,291.11,94.313,77.457,8.8422,25.792,18.204,1.6835,34.189,13.869,22.879,17.878,2.3059,4.8274,2.3144,0.77975,0.10374,44.003,63.528,54.076,18.829,77.539,23.28,38.803,63.286,41.872,18.153
2503261,7,251,262,0.19162,3697.4,9.4925,42.538,75.264,120.42,0.34136,67.229,274.93,94.115,77.614,8.8597,26.206,18.136,1.6318,34.558,13.71,23.93,17.843,2.3006,4.7029,2.2008,0.77675,0.10107,44.146,64.527,53.896,19.226,77.669,24.358,39.256,58.633,41.897,18.612
2503263,7,251,264,0.13456,3657.0,9.5203,42.721,74.609,120.37,0.33056,67.101,268.93,94.378,77.363,8.8283,26.776,18.336,1.6664,34.269,13.597,24.105,17.718,2.2715,4.6351,2.2095,0.77675,0.10107,44.146,63.888,54.063,13.965,77.143,24.489,38.116,57.883,40.839,16.92
2503289,7,251,290,0.19805,3701.4,9.3113,42.456,76.395,120.39,0.34465,65.137,207.85,94.521,76.819,8.9364,26.878,18.927,1.693,32.582,13.805,24.688,18.91,2.3062,4.8223,2.2724,0.7999,0.097687,44.279,63.758,54.049,19.221,76.371,21.672,42.063,41.699,39.881,19.76
2503314,7,251,315,0.32865,3669.2,9.3269,42.071,74.695,120.42,0.3292,64.932,206.51,94.738,76.89,8.9921,26.146,18.873,1.6762,32.041,14.035,24.198,19.406,2.239,4.8677,2.3407,0.89747,0.096944,43.291,63.143,53.253,32.049,76.665,20.981,40.409,41.761,40.133,19.394
2503317,7,251,318,0.30697,3684.5,9.3285,42.297,74.207,120.44,0.35339,65.016,211.81,94.596,77.503,8.909,26.402,18.879,1.6988,32.803,13.746,24.355,19.725,2.2968,4.9282,2.2605,0.88821,0.097695,43.462,63.53,53.781,29.722,77.909,20.885,42.819,43.44,41.616,19.623
2503331,7,251,332,0.34335,3617.0,9.4796,42.385,73.899,120.43,0.34383,65.77,233.31,94.614,77.506,9.1199,26.398,18.797,1.6631,32.968,13.892,23.903,18.045,2.3161,4.9122,2.3176,0.86677,0.098664,43.812,62.32,53.125,33.896,79.01,22.381,40.72,47.659,41.501,18.189
2503332,7,251,333,0.27477,3683.6,9.4557,42.445,74.656,120.4,0.34418,65.775,231.57,94.434,77.31,9.1107,26.111,19.064,1.6533,33.568,13.83,24.06,19.235,2.2547,4.8793,2.288,0.86677,0.098664,43.812,63.21,53.482,26.81,76.062,22.224,40.893,48.119,41.202,17.098
2503358,7,251,359,0.16234,3715.7,9.3064,42.234,74.494,120.39,0.33061,65.744,232.73,94.481,77.429,8.8346,26.431,18.751,1.663,33.529,13.684,24.541,17.679,2.2624,4.8231,2.2836,0.82186,0.079949,43.749,63.987,55.292,15.94,77.247,23.158,38.965,48.319,40.866,17.337
2503378,7,251,379,0.186,3604.3,9.3078,42.094,74.781,120.38,0.33972,65.401,220.48,94.804,76.97,8.7742,26.502,18.93,1.6641,32.584,13.853,23.883,18.97,2.2263,4.8763,2.2498,0.83993,0.10423,43.936,62.07,54.151,18.0,75.71,22.191,40.99,44.363,40.894,19.522
2503399,7,251,400,0.24988,3650.5,9.2822,42.366,74.733,120.39,0.33556,65.448,224.46,94.798,77.262,8.9661,26.64,18.721,1.7064,32.92,13.813,24.456,18.692,2.2729,4.7711,2.3871,0.86169,0.10475,43.649,62.34,53.915,25.149,74.99,21.983,40.009,45.295,41.009,17.285
2503414,7,251,415,0.21768,3669.5,9.4635,42.338,75.227,120.41,0.32483,65.679,234.92,94.374,77.503,8.8482,26.522,18.117,1.6744,33.052,13.73,23.623,18.297,2.2374,4.8163,2.404,0.84658,0.11042,44.187,63.718,53.195,21.151,74.403,23.157,38.359,49.125,41.975,18.657
2503432,7,251,433,0.2562,3647.3,9.3986,41.987,74.768,120.45,0.34694,65.912,238.72,94.52,77.839,8.8416,26.496,18.658,1.6673,32.77,13.777,23.959,18.536,2.2368,4.7274,2.3242,0.81921,0.092387,44.201,63.938,54.843,25.45,75.411,22.434,40.816,49.139,42.033,17.37
2503445,7,251,446,0.29034,3666.6,9.3039,42.414,75.634,120.4,0.34293,65.975,233.75,94.55,77.517,8.8917,25.653,18.746,1.6415,32.401,13.929,24.293,18.417,2.2465,4.8538,2.3168,0.82638,0.096175,43.534,63.54,54.45,28.695,75.734,21.981,40.883,48.528,40.71,17.713
2503455,7,251,456,0.28977,3673.0,9.2164,42.25,74.966,120.41,0.33606,65.768,233.5,94.669,77.187,8.992,26.291,19.517,1.6529,32.297,14.029,23.925,18.807,2.2689,4.8396,2.3394,0.84935,0.098261,43.889,63.73,53.403,28.396,78.609,21.976,40.193,47.506,41.756,18.217
2503460,7,251,461,0.29165,3638.0,9.3281,42.327,75.367,120.4,0.3428,65.854,230.03,94.505,77.559,8.8783,25.925,19.013,1.6301,32.667,13.983,24.075,18.979,2.2542,4.8422,2.2881,0.83945,0.11153,43.203,63.014,54.001,28.621,77.582,22.225,40.641,47.985,41.065,14.854
2503482,7,251,483,0.19422,3611.6,9.4202,42.086,75.164,120.39,0.34455,65.927,239.73,94.704,77.39,9.0295,26.254,18.914,1.6292,33.582,13.67,23.435,18.343,2.2649,4.8929,2.3341,0.82835,0.099149,43.309,62.88,54.178,19.146,76.767,23.114,40.971,49.199,40.86,15.626
2503489,7,251,490,0.20861,3663.0,9.3295,42.518,73.861,120.39,0.31329,65.958,235.65,94.402,77.357,8.9227,26.667,18.694,1.625,33.18,13.659,23.289,18.395,2.2485,4.8789,2.3027,0.80887,0.098303,43.797,63.258,54.524,20.526,76.412,22.84,36.693,49.183,41.504,17.053
2503498,7,251,499,0.20787,3677.5,9.4169,42.118,74.94,120.41,0.32886,65.708,228.72,94.47,77.386,8.7792,26.143,18.561,1.6776,33.249,13.917,24.16,18.412,2.2954,4.8349,2.3074,0.81899,0.11203,44.261,64.368,54.386,20.171,75.588,22.77,38.835,47.23,41.438,16.292
2503499,7,251,500,0.20683,3704.3,9.4265,42.331,74.985,120.41,0.32813,65.67,230.43,94.402,77.186,8.7792,26.143,18.561,1.6776,33.249,13.917,24.16,18.412,2.2954,4.8349,2.3074,0.81899,0.11203,44.261,63.906,54.818,20.273,77.284,23.169,38.924,46.859,42.123,21.312
2503750,8,251,251,0.0035352,3737.8,9.6689,42.681,75.423,120.39,0.27388,66.307,232.98,94.201,77.725,8.7355,25.644,17.222,1.7485,36.72,13.739,21.969,16.421,2.3941,4.804,2.3061,0.66977,0.1027,44.151,63.993,55.737,0.22654,62.421,26.24,30.257,46.937,42.048,17.706
2503761,8,251,262,0.19938,3707.1,9.2433,42.276,77.524,120.42,0.23827,63.187,161.54,94.38,77.178,8.6203,27.599,17.836,1.6864,33.677,13.344,25.78,17.312,2.3645,4.6251,2.1488,0.74892,0.10705,44.101,64.694,55.111,19.989,60.267,24.014,27.544,29.809,41.287,18.842
2503763,8,251,264,0.18055,3663.5,9.1995,42.464,76.967,120.37,0.22013,62.674,146.98,94.653,76.735,8.5697,28.329,18.184,1.7198,32.909,13.196,26.282,17.386,2.3323,4.5449,2.1477,0.74892,0.10705,44.101,64.0,55.126,18.49,59.41,23.842,25.621,27.368,40.187,17.351
2503789,8,251,290,0.52289,3656.1,8.7989,42.273,76.985,120.41,0.22094,62.472,145.77,95.018,75.971,8.8753,27.136,20.333,1.8107,29.773,13.629,25.318,20.86,2.4561,4.8958,2.2911,1.0431,0.12539,43.805,62.978,52.441,51.175,57.723,17.903,28.398,28.091,38.726,20.548
2503814,8,251,315,0.37212,3640.7,9.3996,42.068,72.797,120.42,0.30664,69.795,323.51,94.847,77.349,9.3323,24.084,19.297,1.8703,33.555,14.547,20.682,20.185,2.5126,5.1147,2.4852,0.96428,0.10745,43.32,62.653,51.436,36.325,62.062,20.015,37.947,76.865,39.806,19.067
2503817,8,251,318,0.36082,3658.4,9.4972,42.386,72.223,120.46,0.33304,70.089,335.29,94.542,77.991,9.2276,24.629,19.179,1.8904,34.064,14.234,21.309,20.346,2.5673,5.1618,2.3969,0.87967,0.10178,43.659,63.08,52.064,35.02,63.609,20.269,40.463,80.535,41.831,19.349
2503831,8,251,332,0.32101,3624.8,9.7484,42.64,72.733,120.43,0.31314,70.093,355.92,94.073,77.513,9.1782,25.721,18.029,1.8099,34.731,14.068,22.87,17.079,2.523,4.8708,2.3024,0.73276,0.092736,44.095,62.454,52.74,31.698,65.252,26.16,35.565,83.041,42.743,18.275
2503832,8,251,333,0.21873,3694.8,9.7121,42.68,73.591,120.41,0.31086,69.982,352.53,93.889,77.278,9.1533,25.361,18.169,1.7954,35.682,13.979,22.995,18.061,2.4533,4.7962,2.2517,0.73276,0.092736,44.095,63.403,53.331,21.297,62.303,26.38,35.32,82.821,42.475,17.184
2503858,8,251,359,0.0074059,3722.3,9.3395,42.153,74.847,120.39,0.37564,67.04,260.72,94.567,77.518,9.3168,25.241,18.239,1.8061,35.368,14.384,22.666,16.908,2.4492,4.796,2.2659,0.70958,0.080734,43.957,64.101,56.024,0.69941,62.115,25.145,43.428,55.469,40.68,17.22
2503878,8,251,379,0.29218,3597.8,9.4007,42.234,74.636,120.41,0.40276,64.254,189.82,94.976,77.053,9.0486,27.535,19.103,1.7576,30.242,14.277,25.309,19.283,2.3488,4.8998,2.2329,0.81402,0.10911,43.808,61.958,54.057,28.445,61.113,20.104,49.333,36.529,40.606,19.676
2503899,8,251,400,0.51724,3662.5,9.1076,42.419,75.881,120.38,0.31895,63.115,193.06,94.805,76.727,8.6966,29.362,18.403,1.7198,30.281,13.451,28.446,18.177,2.2806,4.4792,2.2256,0.91494,0.11486,43.279,62.545,54.427,51.448,58.291,21.65,38.079,36.575,40.927,17.802
2503914,8,251,415,0.66735,3677.0,8.8047,42.267,77.672,120.41,0.25352,64.211,236.68,94.429,76.013,8.4709,29.333,17.964,1.6629,30.155,13.173,28.273,17.857,2.1996,4.3604,2.1639,0.9408,0.12423,43.895,63.846,53.807,65.385,54.51,23.409,29.943,47.882,41.87,19.895
2503932,8,251,433,0.71655,3619.1,8.4724,41.781,76.327,120.45,0.29012,68.211,306.25,94.84,76.457,8.7628,25.988,19.557,1.7342,31.848,13.628,24.0,19.606,2.3101,4.5934,2.2549,0.96952,0.10932,44.029,63.452,54.112,70.734,53.958,21.539,34.646,68.673,41.34,18.549
2503945,8,251,446,0.41323,3620.5,8.853,42.126,74.216,120.4,0.32802,71.596,350.41,95.061,77.696,9.0516,20.817,20.223,1.8106,36.006,14.132,17.526,20.505,2.4779,5.1716,2.4879,0.9186,0.10508,43.589,62.747,52.365,40.784,57.447,21.471,39.534,88.111,39.579,17.446
2503955,8,251,456,0.23364,3618.9,9.4011,42.239,71.265,120.44,0.33833,72.927,378.71,94.878,78.235,9.2436,21.016,20.972,1.878,36.387,14.321,15.711,21.141,2.5947,5.4994,2.6846,0.82403,0.095353,44.166,62.798,50.529,22.875,64.545,20.234,41.069,98.422,41.361,17.476
