,faultNumber,simulationRun,sample,xmeas_1,xmeas_2,xmeas_4,xmeas_6,xmeas_8,xmeas_9,xmeas_10,xmeas_18,xmeas_19,xmeas_21,xmeas_22,xmeas_24,xmeas_25,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_38,xmeas_39,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_9,xmv_10,xmv_11
2857493,15,286,494,0.20785,3654.6,9.3695,42.28,74.71,120.4,0.33679,66.213,244.23,94.346,77.487,9.0503,26.388,18.027,1.6396,33.157,13.685,24.409,17.955,2.3084,4.7609,2.2627,0.82642,0.10069,45.117,63.325,54.171,20.293,60.927,23.536,39.049,50.652,41.302,17.941
2857761,16,286,262,0.33003,3654.7,9.3826,42.698,75.121,120.38,0.35052,65.354,223.65,94.629,77.532,8.9822,25.892,19.434,1.6496,32.94,13.919,23.728,19.153,2.2364,4.9216,2.2726,0.8626,0.080254,44.521,63.031,53.756,32.448,61.192,21.727,41.781,49.239,40.408,18.045
2857785,16,286,286,0.26588,3625.2,9.3793,42.482,75.01,120.37,0.35502,65.905,223.82,94.795,77.036,9.0853,25.607,18.509,1.6571,33.0,13.99,23.624,18.902,2.2819,4.8375,2.277,0.81141,0.097335,43.736,62.849,54.253,25.961,60.183,21.746,41.699,55.206,40.838,16.561
2857794,16,286,295,0.25659,3687.1,9.2573,42.707,74.786,120.43,0.33326,65.518,223.23,94.406,77.491,8.9459,26.235,19.123,1.6808,32.623,13.824,23.978,18.473,2.2637,4.9213,2.3794,0.83721,0.097797,44.259,63.919,53.792,24.87,60.622,21.951,41.204,53.981,41.502,17.874
2857817,16,286,318,0.22399,3739.8,9.3522,42.383,74.911,120.4,0.34633,66.759,247.99,94.462,77.145,8.8012,26.434,18.586,1.6509,33.354,13.742,23.995,18.545,2.2822,4.8241,2.3045,0.82511,0.064095,43.417,63.254,53.244,22.149,63.843,22.324,40.557,54.489,41.067,18.194
2857822,16,286,323,0.19907,3676.9,9.3967,41.977,74.819,120.39,0.34495,66.487,253.95,94.472,77.684,8.9286,26.175,18.942,1.6418,33.166,13.756,23.65,18.572,2.2693,4.9211,2.2439,0.80302,0.087171,43.817,63.038,55.072,19.532,62.184,22.225,40.542,53.757,40.873,19.661
2857827,16,286,328,0.23069,3651.7,9.3909,42.276,74.197,120.42,0.3248,67.293,276.99,94.545,77.571,9.0507,26.485,18.101,1.6438,33.05,13.88,24.017,18.209,2.305,4.9208,2.2354,0.80637,0.097429,44.317,63.326,53.662,22.481,62.628,22.372,38.466,50.124,41.561,18.023
2857840,16,286,341,0.26148,3666.5,9.2628,42.705,75.507,120.39,0.33036,65.187,218.39,94.606,77.167,8.8132,26.26,18.193,1.6864,33.098,13.732,23.707,18.823,2.2179,4.7255,2.2734,0.78989,0.10427,44.045,62.41,53.808,25.554,63.588,22.836,39.642,50.868,40.791,17.068
2857842,16,286,343,0.22255,3649.6,9.3955,42.384,75.001,120.41,0.32868,65.367,234.41,94.615,77.42,8.9143,26.597,18.965,1.6162,32.671,13.97,24.278,18.514,2.1952,4.8023,2.2652,0.78989,0.10427,44.045,63.173,54.278,22.118,62.525,22.635,39.618,48.27,41.724,18.825
2857847,16,286,348,0.22274,3620.9,9.2143,41.905,75.668,120.39,0.34376,66.467,252.05,94.63,77.016,8.9921,26.82,19.323,1.6284,32.782,13.66,24.407,18.868,2.3088,4.8394,2.3049,0.82794,0.097238,43.77,63.52,53.607,21.841,62.054,22.063,40.907,43.778,41.246,19.101
2857857,16,286,358,0.24426,3685.9,9.3275,42.142,74.377,120.4,0.31691,66.139,244.68,94.661,77.258,8.9829,26.675,18.836,1.6642,32.669,13.588,24.313,18.843,2.3218,4.8479,2.3806,0.82744,0.10396,43.853,62.571,53.845,24.245,60.686,22.333,37.842,42.616,40.784,18.223
2857866,16,286,367,0.27329,3693.1,9.2759,42.285,75.44,120.39,0.33632,65.915,239.43,94.632,76.988,8.8841,26.414,18.932,1.6748,32.527,13.917,23.906,18.561,2.275,4.6717,2.2671,0.80985,0.092536,43.886,62.978,53.661,26.936,61.033,22.01,40.325,41.602,41.266,18.272
2857904,16,286,405,0.26541,3699.9,9.3444,42.349,75.443,120.42,0.32045,65.295,226.39,94.346,77.305,9.015,26.921,18.158,1.6761,33.369,13.898,24.371,17.825,2.2856,4.7353,2.2029,0.84354,0.10473,43.466,63.488,53.776,26.025,64.006,23.298,36.976,48.693,41.916,17.258
2857919,16,286,420,0.27354,3679.8,9.3353,42.368,75.419,120.42,0.33521,65.868,233.28,94.441,77.086,8.9968,26.154,19.003,1.6523,32.811,13.755,23.851,17.915,2.1846,4.7078,2.2717,0.82997,0.092062,43.45,64.123,54.765,27.065,59.299,22.058,39.848,48.436,41.677,18.408
2857922,16,286,423,0.26672,3670.1,9.217,42.669,75.614,120.4,0.30788,65.615,227.5,94.594,77.305,8.9834,25.797,18.375,1.6595,33.241,13.901,24.542,18.31,2.2537,4.7962,2.2541,0.84371,0.1005,44.065,63.198,53.774,26.489,60.611,22.799,36.344,48.915,40.589,18.529
2857925,16,286,426,0.29511,3697.8,9.2533,42.284,75.912,120.4,0.33998,65.41,223.65,94.635,77.309,8.9574,26.648,18.583,1.6703,32.669,13.861,24.249,18.91,2.2622,4.766,2.1898,0.84119,0.096148,43.407,63.022,54.466,29.155,62.127,22.447,40.106,49.511,41.083,20.027
2857940,16,286,441,0.28492,3684.7,9.3268,42.028,75.704,120.41,0.32992,66.828,264.52,94.676,77.268,9.1704,26.779,19.301,1.6507,32.506,13.923,23.799,18.989,2.29,4.8664,2.2781,0.86976,0.1023,43.93,62.269,53.655,27.664,61.83,20.886,39.968,46.66,40.536,15.567
2857961,16,286,462,0.28127,3647.6,9.4303,42.099,74.934,120.37,0.33639,65.841,220.48,94.833,77.437,9.0932,25.257,19.217,1.6766,32.629,14.075,22.911,19.397,2.333,5.0044,2.3269,0.85304,0.10754,43.71,62.422,52.765,27.624,59.598,20.517,40.71,55.154,39.771,19.92
2857970,16,286,471,0.27056,3655.3,9.3829,42.104,74.526,120.43,0.35777,66.507,251.03,94.496,77.291,9.0412,25.306,18.678,1.6955,32.736,14.086,23.257,19.189,2.3093,4.9841,2.3408,0.86044,0.08854,42.999,62.874,52.667,26.593,63.09,21.688,42.749,55.107,41.368,20.666
2857993,16,286,494,0.17969,3659.8,9.4248,42.297,74.644,120.4,0.33781,66.831,265.0,94.286,77.473,9.0283,26.421,17.791,1.6371,33.544,13.66,24.413,17.629,2.3062,4.7504,2.2625,0.79626,0.098282,45.21,63.415,54.392,17.523,61.29,24.317,38.837,54.59,41.425,17.712
2858261,17,286,262,0.35591,3717.9,9.4368,42.908,75.041,120.58,0.3413,65.757,231.9,88.284,77.423,8.9079,25.891,19.536,1.644,32.99,13.938,23.604,19.198,2.2397,4.9618,2.2469,0.88403,0.078204,44.104,63.439,52.992,34.99,60.19,21.518,40.467,47.89,47.156,17.17
2858285,17,286,286,0.26485,3645.6,9.5236,42.536,74.444,120.48,0.35208,66.323,247.62,91.39,77.224,8.799,26.241,18.228,1.6558,33.438,13.845,24.045,17.901,2.2486,4.7481,2.2168,0.81501,0.11017,44.116,63.304,54.822,26.112,58.056,23.122,41.886,51.869,43.115,18.924
2858294,17,286,295,0.24812,3643.9,9.2298,42.56,75.119,120.61,0.33794,66.463,241.44,85.18,77.641,9.0854,26.063,19.003,1.6868,32.848,13.939,24.072,18.323,2.2691,4.9656,2.283,0.82727,0.095387,43.614,63.18,54.521,24.273,60.584,22.292,40.907,50.656,50.002,19.124
2858317,17,286,318,0.29978,3624.3,9.4748,42.269,74.527,120.54,0.33526,66.37,235.66,89.525,77.508,8.896,26.276,18.874,1.6884,32.582,13.948,23.3,19.217,2.2561,4.8145,2.3641,0.81924,0.077902,44.366,62.784,53.632,28.754,61.913,21.242,39.834,49.442,44.941,17.867
2858322,17,286,323,0.24955,3663.3,9.46,42.826,74.502,120.65,0.34912,66.263,233.77,84.653,77.73,8.9299,26.571,19.039,1.6506,32.74,13.848,23.425,18.954,2.2831,4.9002,2.3654,0.84366,0.11739,43.769,64.525,54.038,24.459,62.965,20.959,41.928,48.861,50.25,15.211
2858327,17,286,328,0.26443,3696.3,9.4593,42.507,74.015,119.89,0.36047,66.318,230.95,94.44,77.21,9.038,25.764,18.695,1.6545,32.916,13.958,23.867,18.924,2.3069,5.0098,2.3717,0.83807,0.097944,43.957,62.715,54.066,26.227,63.152,22.12,42.918,49.271,39.904,17.644
2858340,17,286,341,0.22737,3653.3,9.3942,42.918,75.24,120.41,0.34632,65.841,236.39,93.357,77.396,8.8501,26.324,18.54,1.6871,33.035,13.705,23.478,18.884,2.2017,4.7433,2.2922,0.83033,0.10022,43.773,62.646,53.649,22.124,63.597,22.759,41.296,48.861,41.454,17.288
2858342,17,286,343,0.21749,3742.8,9.441,42.358,74.924,120.45,0.33004,65.869,234.44,92.877,77.261,8.8711,26.128,18.485,1.6588,33.144,13.803,23.714,18.164,2.2341,4.7709,2.2694,0.83033,0.10022,43.773,63.259,53.96,21.697,60.009,22.615,39.767,48.691,42.991,19.02
2858347,17,286,348,0.25064,3689.0,9.2811,42.559,74.91,120.45,0.34853,65.868,234.72,91.901,77.163,8.8511,27.105,18.389,1.6288,33.078,13.75,24.09,18.621,2.2552,4.864,2.2833,0.83348,0.10558,43.427,62.854,53.532,24.936,60.92,22.114,41.048,48.271,43.218,18.637
2858357,17,286,358,0.19362,3683.4,9.4669,42.134,75.085,120.5,0.34666,65.792,231.76,87.742,77.488,8.8804,26.649,18.576,1.6491,32.546,13.751,24.114,18.824,2.2463,4.9266,2.2652,0.82098,0.10225,44.134,62.588,54.031,18.861,62.202,22.139,40.757,47.441,46.925,16.998
2858366,17,286,367,0.25235,3707.0,9.2804,42.628,75.63,119.95,0.31831,65.852,222.01,84.757,77.273,8.7914,26.477,18.803,1.6377,32.741,13.711,24.805,18.536,2.1921,4.864,2.2277,0.81169,0.089227,44.349,62.927,54.066,24.681,59.643,21.804,37.979,46.321,39.391,17.548
2858404,17,286,405,0.3047,3664.6,9.342,42.109,74.776,120.54,0.32724,66.455,243.21,86.145,77.08,9.0887,26.766,18.641,1.7061,33.235,13.938,23.668,18.848,2.281,4.7793,2.3104,0.86252,0.1106,44.254,63.313,53.598,29.798,61.442,21.766,39.103,51.009,47.67,17.236
2858419,17,286,420,0.28568,3646.4,9.2349,42.514,74.977,120.31,0.34691,66.123,247.94,94.014,77.231,8.7472,26.425,18.889,1.6461,33.309,13.593,23.696,18.103,2.2193,4.7248,2.2594,0.81982,0.097128,43.629,63.513,54.222,28.345,61.811,22.184,41.192,52.249,41.427,19.922
2858422,17,286,423,0.24122,3724.0,9.3201,42.676,74.96,120.38,0.33386,66.262,247.9,93.64,77.427,8.6834,25.898,18.889,1.6589,33.521,13.898,23.68,18.902,2.2297,4.8287,2.2747,0.81784,0.10465,44.168,62.435,53.678,23.804,63.813,22.715,39.655,51.839,41.374,20.75
2858425,17,286,426,0.24675,3718.1,9.3493,42.444,75.772,120.48,0.34519,66.361,246.34,92.749,77.404,9.004,26.541,19.002,1.6409,33.169,13.848,23.392,18.739,2.2738,4.7293,2.3152,0.82727,0.096208,44.336,63.148,53.97,24.046,60.834,22.094,40.782,51.503,43.851,20.803
2858440,17,286,441,0.29227,3700.3,9.1405,42.43,75.169,120.65,0.34414,66.746,244.37,82.882,77.658,9.1702,26.079,18.392,1.6664,33.02,13.975,23.967,18.437,2.3001,4.9358,2.4762,0.82266,0.11099,44.235,63.41,53.913,28.451,62.666,21.998,41.607,52.243,52.367,15.706
2858461,17,286,462,0.201,3663.1,9.1876,42.519,74.789,120.1,0.33612,66.416,236.46,94.522,77.236,8.9127,26.055,19.115,1.6641,33.146,13.775,23.622,18.719,2.2903,4.9131,2.324,0.83035,0.10225,43.076,62.65,53.736,19.985,63.08,22.038,39.701,49.543,40.394,18.638
2858470,17,286,471,0.26897,3582.8,9.2098,42.372,75.503,120.39,0.34261,65.885,235.91,94.359,77.73,8.7064,26.223,19.001,1.64,33.271,13.993,23.62,18.615,2.2448,4.8786,2.2617,0.82538,0.077805,43.669,62.222,53.973,26.148,62.038,22.058,40.841,48.106,41.001,17.756
2858493,17,286,494,0.25593,3654.9,9.3023,42.186,74.865,120.45,0.33674,65.7,229.2,91.706,77.248,8.8245,26.2,18.405,1.6586,32.825,13.828,24.0,19.04,2.248,4.8558,2.3153,0.84103,0.10428,42.765,63.365,53.933,25.175,61.601,22.448,39.975,46.508,43.444,17.717
2858761,18,286,262,0.04634,3794.3,10.195,42.923,76.241,120.37,0.25631,68.728,397.22,92.758,71.359,7.9434,29.388,14.067,1.4091,39.234,12.963,28.002,11.24,2.0427,3.7109,1.8384,0.49081,0.078193,44.97,66.721,69.602,0.0,60.842,27.821,2.6829,-0.07049,35.263,27.126
2858785,18,286,286,0.04634,3794.3,10.195,42.923,76.241,120.37,0.25631,68.728,397.22,92.758,71.359,8.077,28.892,14.079,1.5322,39.519,12.826,27.607,11.417,2.0424,3.6863,1.7458,0.49204,0.099241,44.646,72.198,80.779,0.0,57.086,16.865,0.0,-0.092907,15.476,31.225
2858794,18,286,295,0.04634,3794.3,10.195,42.923,76.241,120.37,0.25631,68.728,397.22,92.758,71.359,8.1865,29.041,13.97,1.4724,39.731,12.995,28.04,11.618,1.9897,3.7342,1.7622,0.50829,0.10889,45.239,72.38,83.346,1.2516,55.678,12.757,3.3599,-0.096077,5.4343,32.762
2858817,18,286,318,0.04634,3794.3,10.195,42.923,76.241,120.37,0.25631,68.728,397.22,92.758,71.359,8.0591,29.536,13.796,1.5179,39.243,12.922,27.677,11.697,2.0248,3.6379,1.7617,0.4822,0.073933,45.38,77.05,92.3,0.0,52.079,2.2578,1.8053,-0.11867,-0.026686,36.691
2858822,18,286,323,0.04634,3794.3,10.195,42.923,76.241,120.37,0.25631,68.728,397.22,92.758,71.359,8.3247,29.061,13.787,1.4916,39.168,12.858,27.984,11.715,2.0378,3.7021,1.8074,0.50228,0.093044,45.57,75.717,94.786,0.0,51.297,-0.0076081,0.0,-0.12439,-0.028157,37.545
2858827,18,286,328,0.04634,3794.3,10.195,42.923,76.241,120.37,0.25631,68.728,397.22,92.758,71.359,8.1353,29.474,13.995,1.5285,39.228,12.85,28.29,10.854,1.9985,3.5749,1.8778,0.49278,0.08357,44.945,76.708,95.918,0.92711,50.514,-0.0076081,0.85041,-0.12513,-0.029629,38.399
2858840,18,286,341,0.04634,3794.3,10.195,42.923,76.241,120.37,0.25631,68.728,397.22,92.758,71.359,8.2408,29.731,14.045,1.4637,39.458,12.955,28.352,11.417,2.0378,3.6744,1.8567,0.50681,0.06759,45.421,78.906,100.0,0.0,48.48,-0.0076081,1.7319,-0.14003,-0.033454,40.62
2858842,18,286,343,0.04634,3794.3,10.195,42.923,76.241,120.37,0.25631,68.728,397.22,92.758,71.359,8.2149,29.665,14.288,1.5189,39.519,12.773,27.985,11.364,2.0363,3.674,1.8398,0.50681,0.06759,45.421,79.973,100.0,3.6453,48.167,-0.0076081,2.2238,-0.14003,-0.034043,40.961
2858847,18,286,348,0.04634,3794.3,10.195,42.923,76.241,120.37,0.25631,68.728,397.22,92.758,71.359,8.0017,29.726,14.097,1.4623,39.376,12.989,28.32,11.243,1.9898,3.748,1.8779,0.49386,0.087075,44.75,81.042,100.0,0.0,47.385,-0.0076081,0.0,-0.14182,-0.035514,41.816
2858857,18,286,358,0.04634,3794.3,10.195,42.923,76.241,120.37,0.25631,68.728,397.22,92.758,71.359,8.1876,28.927,14.085,1.4757,39.586,12.697,28.242,11.564,1.9727,3.6963,1.7386,0.50217,0.084935,44.949,81.913,100.0,0.0,45.82,-0.0076081,0.0,-0.15417,-0.038457,43.524
2858866,18,286,367,0.04634,3794.3,10.195,42.923,76.241,120.37,0.25631,68.728,397.22,92.758,71.359,8.12,28.852,14.367,1.5066,39.59,12.826,28.019,11.472,2.0234,3.7126,1.7971,0.47801,0.086508,45.721,83.035,100.0,0.0,44.412,-0.0076081,0.0,-0.16114,-0.041105,45.061
2858904,18,286,405,0.04634,3794.3,10.195,42.923,76.241,120.37,0.25631,68.728,397.22,92.758,71.359,8.0754,29.079,13.997,1.4907,39.195,12.959,28.084,12.005,2.0481,3.641,1.8592,0.49257,0.072944,45.342,88.901,99.841,0.0,38.465,-0.0076081,0.0,-0.19186,-0.052287,51.552
2858919,18,286,420,0.04634,3794.3,10.195,42.923,76.241,120.37,0.25631,68.728,397.22,92.758,71.359,8.2409,29.108,13.805,1.5197,39.436,12.878,28.04,11.536,2.0026,3.6415,1.704,0.49546,0.073283,45.498,91.52,100.0,0.0,36.118,-0.0076081,1.3455,-0.20495,-0.056701,54.114
2858922,18,286,423,0.04634,3794.3,10.195,42.923,76.241,120.37,0.25631,68.728,397.22,92.758,71.359,8.211,28.865,14.391,1.4889,39.342,12.872,28.123,11.588,2.004,3.7524,1.7517,0.51595,0.10255,45.715,92.443,100.0,0.0,35.649,-0.0076081,0.0,-0.2109,-0.057584,54.627
2858925,18,286,426,0.04634,3794.3,10.195,42.923,76.241,120.37,0.25631,68.728,397.22,92.758,71.359,8.2787,29.324,14.075,1.4763,39.041,12.785,28.178,11.06,2.0104,3.6206,1.8216,0.49237,0.090501,44.988,90.522,99.856,0.0,35.179,-0.0076081,0.32855,-0.21138,-0.058467,55.139
2858940,18,286,441,0.04634,3794.3,10.195,42.923,76.241,120.37,0.25631,68.728,397.22,92.758,71.359,8.2233,29.357,14.213,1.5358,39.357,12.698,27.84,11.828,2.0372,3.7163,1.8223,0.49674,0.094017,44.837,93.217,100.0,1.5665,32.832,-0.0076081,5.4344,-0.23172,-0.062881,57.701
2858961,18,286,462,0.04634,3794.3,10.195,42.923,76.241,120.37,0.25631,68.728,397.22,92.758,71.359,8.0171,29.447,13.939,1.5014,38.921,12.765,27.891,11.664,2.0224,3.6716,1.7937,0.49134,0.08593,45.044,95.338,100.0,0.0,29.546,-0.0076081,0.0,-0.24506,-0.069061,61.288
2858970,18,286,471,0.04634,3794.3,10.195,42.923,76.241,120.37,0.25631,68.728,397.22,92.758,71.359,8.0714,29.304,13.766,1.5142,39.443,12.772,27.982,11.663,2.0096,3.7257,1.8209,0.48184,0.078674,44.96,95.95,100.0,0.0,28.138,-0.0076081,2.6805,-0.25639,-0.071709,62.826
2858993,18,286,494,0.04634,3794.3,10.195,42.923,76.241,120.37,0.25631,68.728,397.22,92.758,71.359,8.1248,29.496,13.88,1.4688,39.288,13.048,27.908,11.233,2.0146,3.6577,1.8527,0.49763,0.083433,45.692,97.824,100.0,0.0,24.539,-0.0076081,0.0,-0.27514,-0.078477,66.754
2859261,19,286,262,0.32163,3655.6,9.4476,42.668,74.869,120.4,0.353,65.902,236.05,94.76,77.697,8.9693,25.808,19.347,1.6519,33.191,13.912,23.561,19.065,2.243,4.9298,2.2786,0.85649,0.079624,44.523,63.047,53.676,31.621,61.609,21.488,41.891,49.836,41.247,18.27
2859285,19,286,286,0.24217,3630.6,9.3925,42.435,75.166,120.37,0.35059,66.36,242.62,94.682,77.025,9.0549,25.801,18.315,1.6519,33.149,13.952,23.903,18.595,2.2722,4.8058,2.2643,0.80883,0.098305,43.754,62.941,54.519,23.628,60.263,21.71,40.957,51.11,40.652,16.855
2859294,19,286,295,0.2442,3689.6,9.2119,42.541,75.147,120.44,0.32885,66.293,238.35,94.487,77.379,8.9272,26.427,19.029,1.6763,32.556,13.794,24.28,18.324,2.257,4.8938,2.3663,0.82681,0.097741,44.294,63.961,54.038,23.651,60.313,22.224,40.642,49.039,41.836,17.609
2859317,19,286,318,0.24559,3733.7,9.3214,42.301,74.881,120.41,0.34563,66.131,233.97,94.503,77.206,8.8224,26.38,18.789,1.6549,33.035,13.763,23.937,18.839,2.2883,4.8478,2.3118,0.84803,0.065889,43.345,63.149,53.049,24.274,63.637,21.333,40.737,48.543,40.842,17.458
2859322,19,286,323,0.22184,3672.5,9.3838,41.801,74.705,120.4,0.34548,66.011,234.38,94.699,77.566,8.9495,26.078,19.126,1.6466,32.948,13.791,23.532,18.819,2.274,4.9529,2.2571,0.83432,0.089707,43.731,62.962,54.826,21.772,62.091,20.631,40.805,49.187,40.724,19.869
2859327,19,286,328,0.25169,3648.3,9.4059,42.267,73.96,120.43,0.32712,66.002,234.36,94.511,77.504,9.0705,26.376,18.251,1.6485,32.911,13.913,23.876,18.419,2.3099,4.9399,2.243,0.83333,0.099452,44.246,63.268,53.418,24.547,62.73,21.099,38.869,49.223,41.634,18.529
2859340,19,286,341,0.26293,3668.8,9.3147,42.984,75.279,120.36,0.33084,65.82,233.41,94.476,77.095,8.8021,26.229,18.13,1.6863,33.244,13.726,23.629,18.756,2.2205,4.733,2.2826,0.81046,0.10643,44.023,62.449,53.755,25.698,63.936,23.822,39.551,48.518,40.207,16.296
2859342,19,286,343,0.22102,3653.2,9.4449,42.276,74.82,120.4,0.32899,65.744,237.06,94.525,77.456,8.9005,26.582,18.869,1.6154,32.858,13.966,24.232,18.39,2.1957,4.8009,2.2705,0.81046,0.10643,44.023,63.235,54.273,21.969,62.843,22.067,39.461,47.648,41.76,18.975
2859347,19,286,348,0.21528,3624.0,9.2616,41.804,75.541,120.42,0.34355,65.761,226.03,94.604,76.951,8.9787,26.84,19.186,1.6267,33.03,13.654,24.425,18.668,2.3053,4.8139,2.2971,0.82157,0.096741,43.815,63.572,53.691,21.107,62.358,22.766,40.651,47.128,42.464,18.487
2859357,19,286,358,0.22725,3690.2,9.3703,41.948,74.338,120.41,0.31455,65.368,229.71,94.653,77.392,8.9628,26.78,18.657,1.6597,32.899,13.565,24.439,18.575,2.315,4.8236,2.374,0.82434,0.10453,43.899,62.645,54.056,22.571,60.955,21.991,37.32,44.719,41.049,18.036
2859366,19,286,367,0.2554,3697.3,9.2974,42.146,75.516,120.42,0.33258,65.082,221.98,94.765,77.04,8.8661,26.582,18.768,1.6684,32.669,13.896,24.145,18.29,2.2631,4.6339,2.2534,0.81265,0.093955,43.926,63.051,53.947,25.177,61.162,22.671,39.686,44.193,42.053,18.44
2859404,19,286,405,0.29259,3693.1,9.288,42.309,75.458,120.4,0.32406,65.861,236.54,94.416,77.317,9.0596,26.72,18.424,1.6826,33.108,13.959,24.12,18.196,2.2928,4.7729,2.2164,0.85007,0.10434,43.437,63.37,53.497,28.699,63.637,22.293,37.713,49.36,40.763,17.632
2859419,19,286,420,0.29356,3674.1,9.3626,42.459,75.077,120.41,0.34153,66.188,241.67,94.341,77.141,9.0257,25.874,19.182,1.6601,32.78,13.797,23.419,18.219,2.2001,4.7612,2.2958,0.83714,0.091366,43.404,64.023,54.406,29.034,59.487,21.598,40.732,51.272,41.466,18.273
2859422,19,286,423,0.27997,3666.1,9.2566,42.668,75.262,120.42,0.31493,66.154,242.92,94.66,77.438,9.0038,25.535,18.491,1.6664,33.315,13.936,24.126,18.517,2.267,4.8466,2.2778,0.84895,0.099829,44.027,63.13,53.452,27.793,60.868,22.437,37.255,51.402,41.219,18.761
2859425,19,286,426,0.30479,3695.0,9.305,42.068,75.56,120.43,0.34682,66.149,242.58,94.594,77.491,8.9742,26.4,18.666,1.6772,32.806,13.896,23.861,19.051,2.2727,4.8132,2.2124,0.84253,0.095409,43.381,62.975,54.174,30.107,62.454,21.627,40.907,51.931,41.86,19.235
2859440,19,286,441,0.26494,3688.1,9.403,42.29,75.452,120.39,0.33274,66.498,250.65,94.491,77.343,9.1501,26.743,19.136,1.651,32.872,13.903,23.7,18.768,2.2908,4.8642,2.2788,0.84469,0.10005,43.972,62.327,53.701,25.698,62.345,21.922,40.07,51.707,40.263,15.724
2859461,19,286,462,0.25316,3653.5,9.4302,41.938,75.203,120.38,0.33157,66.729,248.4,94.76,77.489,9.0585,25.488,18.99,1.6697,32.787,14.03,23.251,19.038,2.3202,4.9634,2.3101,0.8403,0.10752,43.753,62.522,53.109,24.859,59.584,20.699,39.926,52.653,40.073,19.848
2859470,19,286,471,0.25822,3658.0,9.324,41.961,74.953,120.43,0.35369,66.658,248.49,94.578,77.356,9.0244,25.512,18.609,1.6902,32.623,14.057,23.598,19.053,2.299,4.9559,2.3252,0.83507,0.086567,43.053,62.92,52.932,25.378,62.697,20.781,42.277,53.419,41.395,21.182
2859493,19,286,494,0.20438,3654.7,9.3953,42.352,74.588,120.39,0.33793,66.331,251.96,94.402,77.475,9.0517,26.356,18.011,1.6405,33.208,13.683,24.35,17.94,2.3101,4.7765,2.2713,0.82215,0.10025,45.127,63.327,54.165,19.952,61.098,25.148,39.14,51.371,41.018,18.11
2859761,20,286,262,0.28484,3651.2,9.5262,42.656,75.134,120.39,0.34336,66.213,245.62,94.559,77.301,9.0646,26.153,19.062,1.709,32.805,13.801,24.026,18.941,2.3164,4.8299,2.3518,0.82577,0.10354,44.327,62.927,54.326,28.49,61.576,21.183,40.534,51.264,40.525,18.475
2859785,20,286,286,0.23676,3634.5,9.3414,42.388,75.46,120.38,0.34913,65.812,238.53,94.842,76.296,8.9273,26.161,18.246,1.6689,33.154,13.797,24.12,18.221,2.2589,4.7921,2.2723,0.8065,0.10385,43.801,63.01,54.658,23.096,59.927,15.29,41.059,48.815,40.878,17.407
2859794,20,286,295,0.25377,3711.2,9.2543,42.605,75.145,120.43,0.3283,65.862,227.81,94.506,76.964,8.8029,26.45,18.528,1.6815,33.032,13.69,23.729,18.576,2.2669,4.9088,2.4683,0.827,0.098255,43.419,64.156,53.741,24.914,60.477,20.667,39.742,46.952,41.773,17.83
2859817,20,286,318,0.30491,3664.2,9.493,42.297,74.876,120.39,0.32959,65.925,232.22,94.672,77.195,8.9147,26.105,18.922,1.6814,32.63,13.874,23.253,19.01,2.2711,4.8971,2.2931,0.81357,0.070321,44.364,61.938,53.692,29.782,62.864,21.206,39.319,47.992,40.52,15.857
2859822,20,286,323,0.24788,3671.0,9.6013,42.392,74.157,120.45,0.33071,65.694,230.7,94.412,78.071,8.7945,26.659,18.776,1.6449,33.066,13.722,24.01,18.537,2.2971,4.7885,2.2973,0.839,0.089548,42.964,63.572,54.947,24.467,61.03,21.347,39.33,47.261,41.957,18.509
2859827,20,286,328,0.23929,3727.5,9.3782,42.41,74.044,120.41,0.34957,65.517,229.02,94.376,76.98,8.983,26.462,18.329,1.6228,33.363,13.846,23.89,18.423,2.2978,4.906,2.2471,0.8332,0.10281,44.557,63.637,54.028,23.447,62.604,20.944,41.382,47.342,41.334,17.747
2859840,20,286,341,0.21652,3684.2,9.3787,42.513,75.571,120.36,0.33513,65.31,228.87,94.512,76.89,8.7567,26.228,18.334,1.6767,33.442,13.533,24.129,18.325,2.2066,4.7215,2.2927,0.84268,0.08373,43.692,62.312,54.091,20.993,63.012,19.29,39.45,45.935,40.829,19.825
2859842,20,286,343,0.18536,3717.5,9.3685,42.365,75.242,120.39,0.30584,65.291,223.7,94.522,76.733,8.8692,26.348,18.376,1.6416,33.316,13.874,23.81,17.831,2.2389,4.7627,2.2583,0.84268,0.08373,43.692,62.865,54.38,18.426,60.166,18.618,37.045,45.867,41.4,18.986
2859847,20,286,348,0.22693,3664.0,9.2084,42.409,75.178,120.39,0.34875,65.134,227.49,94.905,76.431,8.9598,27.036,18.169,1.6304,33.167,13.804,24.216,18.595,2.2521,4.785,2.3051,0.80948,0.11309,43.241,62.166,54.087,22.761,61.205,16.405,41.455,45.607,40.745,18.554
2859857,20,286,358,0.19783,3674.4,9.4074,42.204,75.373,120.38,0.34597,65.283,218.16,94.618,77.254,8.9241,26.715,18.908,1.6645,32.286,13.701,24.486,18.904,2.2523,4.8611,2.2535,0.8397,0.095725,43.825,62.752,53.97,19.238,61.784,21.837,40.979,44.021,40.612,17.703
